fence_id,3760123930619150336,B0FFG2S8G1,external_location_29965098,external_location_24086259,external_location_4783237,external_location_2480685,B0FFF4ICM0,3760136317304832000,external_location_2518920,B0H0A5UO9Z,external_location_2480605,common_street_3a9345f648a8f994428562e2cc4848c360d58bb91469fc96d066a25de1d1b5dc,B0FFF0EHR9,manual_submission_wt3md451f6rz20250807,common_street_2ea36b9dd33892d205d912be5c9283ea84cb05e4c52150b4a371209a5f0c989a,external_location_5058067,B001B0HPL4,common_street_049fa16aabf77b4e41ee37d62ef751ba23516acc43c3b8d72468bc8c5b5f79fe,common_street_da998c82822f4139bd08a7cdf2f95eac02dc27f8eec49e80290c0e93d81560c3,external_location_51410947,common_street_faf524fb894943ca0566b17b7d7d8b453316cb46fb1294cf2518bd8d02d761ae,external_location_2553785,external_location_24085714,external_location_2553795,common_street_49597366c6d136a96859776ccb55a05bf1d939d99514164c6b928f63a555da97,common_street_471ccc6e867e7f7c384cd6f9388c88026ea35072d3d75d81449162b1225fbf89,external_location_24085694,B0FFF53YN1,common_street_21564d6eb0c8ca5dcb905f78a4dad840b52a93a19a26f2bc045b7d1066b01069,common_street_a9343febe4c4ecdcc97232d820bd046ed0b891bea497685d6327d20ccd2ae659,B0FFGHCMOI,common_street_089c87e3d8b1270e4acecf3245b6aa0bbd97e1f74b114a3043759743ad06e44c,external_location_27187896,common_street_9faf0e12679ba4dd26a8054ad94237ee81a5055b0d6eb10e846639c1ccaf03c4,external_location_2553809,common_street_a4e59f575aa782e72b898450cfa8ebd58133d035a74401dd58191ef02e5fdb2a,common_street_708031afc95096b9e0f95579e79e2245144336e57518e32c8345c77cba6bd91b,B001B0JG9I,external_location_147354,B0FFI89KVW,common_street_b5c273fb17b0cf8d6bd952528adaf68088abc9be3b59407ebbe7401759dd7170,B0FFL1HKTR,external_location_157084,external_location_6181832,B0G3HH5BBZ,common_street_0744480c6b4bbe2bfdb0a029802377e786bfd6508982b27b34a97523e547a99e,B001B1D77X,common_street_aa13e5dd10d1634a79f58916b7f9674c5e70e481592995a97998ee4fb081fb2f,external_location_51410973,B0HATAZALP,external_location_10936626,common_street_cbe949dea4de81c5d246e87ebb75efab8c794b8d9f1573cf8e4443d64ef89435,external_location_27646348,external_location_2553778,external_location_56558407,common_street_90d0cb67f591c117a35ca22ab97c0df13b7bf77690ca2826daa2719f815479de,external_location_2553792,common_street_5d8d0d4cf302cfa9d82148eca74accf18438c712d10e33f79c0419a7f4802bc6,common_street_93cd6f18a228bbe7c1b0fe1fc80bb978720eaf67efa7db141209956562a0f136,common_street_0d4aa5968f27454e5d14a7a600c82958d6a687fa823566e49bc01b1b4a847539,common_street_28054cc08ba62e58fa624726bc936c8316e13408d8d0f8bdefb21395f56bf768,common_street_79bf550e95c4d84f3be25f13f515ae52f727c85baf640e1826172c202290f8b2,common_street_4479a58a7b3caebe288aea4aa35d490d70fadcf37333ca8aba133776ca88182f,common_street_0820342c3e14d14e0145727b7317d7bbcf512541e4ad22054a93be8324db95df,B0FFIEOB0A,B0FFFDCKXA,external_location_27646463,common_street_b792d781b9bb15d712a023d9c90bfc104bfdd34ab3cdb6befc100f2c8f32d411,common_street_cb041f0974b10ab4977927d25942813599e2e6449d0f2047f2e121cfc8ce29aa,common_street_2dcc2ec01a50181011a9138edbc3b8162c7b806f23c7152467f8aa676fd878e3,common_street_f4548160ed4c90e4eb5dce1206a76b9f3a4957da1b2dfc0aaadc1a344ae255bb,common_street_c7ab77338da166993d3b9b95ec89f81b033b0c65e1c35cf15607865f1e277a26,common_street_234973bd2c88453f996a49a7b62624b3965e05925f4fa620a9bdeb24267d555a,B001B18PUB,common_street_1741123276d3cbcb954bdd4fde49d71d54d357c4b27fdea28a2dab3d266c070a,common_street_7bd28e200b5be457e45c7b8a1d8694d911863ab7dd8c984dcc74318348396606,common_street_71177723b682bdf8b68687ef10ecba3008e7a615a25b13cc13ec365c59e2db42,B001B1DGP8,B0FFK4WSOG,B0FFHHNDLE,common_street_28b2b46723d88527eb7443b61fe04634be8a8387db1612f0cc246ab176614439,external_location_5058054,common_street_20b274b8b6e666f360f250d846551c629a75bf51621b6d921733ba908969864c,B0H2XCG58G,common_street_3ba9f57a1a8ba43460307e4459b786268348df553ea9950bccd2791caa7dcd6b,common_street_f3380b82df7cb3d49671181557b9e70c3be2e59bbe517996f4cc44cf40f417c2,B001B17DJI,external_location_5058053,common_street_25107781cecc6dba4703c0208820ee8ea97cdfc2f4a3260b01bd76cc71690d5d,common_street_41424f183a9be0d25bda31c7addf4df2c5d49170f488d29147da492c45a79d4c,common_street_5e038e3ddf7353d8ac1d2ca41ec2099245795b9631b146d6ce80cd45faf76c33,common_street_1b0ac2d4a40d71419812d5ab10da7d1758a527be8204000dbadda5271b4c8f67,common_street_ed03757d65761f851419eec99e65ef46f769cc7929243aed7ee06c2b2fa2a4b2,B0FFJA6PAP,common_street_8143a1030497a1d9c75bf5ee50d270b9cd8043081e7e36d4a21f18589e38b4de,external_location_2480604,common_street_4dbb4529d2da85e2902caeef41e086b60e9951ed50fb4c49c0bcc1c7065af28e,external_location_5058062,B0HG47SLEM,common_street_b7b2c5ca9d0046605c4478ae017bbe38aa90eed620968e116b682511caafd0f3
3760123930619150336,0.0,21.006088506282918,11.082028337263997,9.375134305510688,11.123086270408004,5.018240313585368,15.575661539028617,7.357693396828638,3.1953972392333787,10.512373046134844,10.738771987927185,4.153528924126706,0.05086705817186391,5.054533363435706,18.062163322638373,4.135880440052483,6.0390377078066155,9.681395956532974,12.098054184878837,15.290138050159337,9.688227278542913,2.188133865919278,12.423775653427219,1.7268215769639326,20.05943627105423,3.0784050432131878,10.178972686011708,7.222031844128221,8.783355098367776,12.813395099919486,8.688242797195258,14.036257020031298,11.24695065164628,9.112077097467315,1.4502764085768671,11.740829751812322,7.760226301457809,1.6214661512921238,0.28100704881102323,2.6852960595240853,11.413618598299447,0.9621380579887259,0.6544947768366167,1.84173552184698,9.813407690398805,12.032529257755789,0.5346549626662724,1.3956120928296236,3.1734110028851434,0.2715794893318826,5.007778332966547,10.398537770733855,3.0099410281840107,1.6194778703340043,17.14331850234697,11.546378994483193,6.521856114470897,2.0231714834283543,6.221138044978225,8.458471250448152,11.265210407662149,13.708883442384408,10.5365856393797,10.466848035416481,12.61271296681813,9.726668445058861,8.825840701553489,8.854933817276958,1.7487816879361124,9.206497331574495,5.240654596058732,9.821208983766995,7.405898147903791,6.328224654767236,2.8567995723060715,3.3909688957581423,10.861421509798998,8.136691499590155,20.368442563416057,3.524398829771796,10.271776065635553,5.20041503782467,10.974338248605616,2.3572452755382307,14.541579792962375,7.150560722750582,15.408649530283089,7.51939559771653,11.418893455738381,11.501002886644281,1.9354611666777701,10.808200106878127,1.0927177822746914,2.8482360676609106,3.560273050025295,5.268221891761071,1.1162094164458514,2.48940119325963,11.33220032214845,14.010549846617335
B0FFG2S8G1,21.006088506282918,0.0,31.605643872103077,11.758831570938518,25.97273010655881,25.672704476764473,34.889051438227625,28.34042956062653,20.245046564136132,14.553970990437458,28.47895004740544,24.887746483089632,21.04156988508082,26.060298874466902,24.06889899097454,16.88039698812853,26.0369128074901,21.366945546484196,9.653396174200719,35.70694429640787,29.096397630192495,23.194150173972982,33.139087928195664,20.206143273117874,2.905526273318709,20.390996844950333,31.157717972831797,27.66077511189745,13.409171614709441,24.358639904494737,29.440847660752272,34.015105777766145,9.792153262106003,25.779105452974658,22.152329969688736,11.765228608575342,13.2538002375408,19.40935676440863,20.77654870880904,21.00493391578214,27.23773885412987,20.16341618503067,21.654796013839245,21.479032505605907,29.995506615151562,25.17495652566373,20.551995568986346,20.88866349805389,24.14910415832765,20.7980377304184,25.992796945483892,10.722381893789953,19.725165797011368,19.96912648421348,3.90768847463317,31.25242409666312,27.49169659840491,21.852940640838735,26.972528244095564,28.50594876984642,30.074542187797807,34.37522148025252,27.39378651344054,31.344949819698062,26.838347304996656,30.294299431233345,26.462982579012223,29.795410102946363,19.963901997839724,30.212368898412723,24.836874463631865,25.26635163567537,26.318646492335606,27.291798353180237,18.301630590627376,17.672945796332318,10.870829949007993,29.09006753261821,0.7396593948918873,24.379001513057805,27.677195345181737,25.9398445128261,13.294245767960808,20.324760622243122,34.121569552738464,27.90484192586807,35.006150671624034,28.41564427364434,10.014169377323807,31.763071350573266,19.240239634567445,31.488757547580267,19.92599870232609,20.158566442547535,21.077957119486694,25.921011097957415,20.715644155863572,21.58432600330118,31.92395940288565,34.49630483867233
external_location_29965098,11.082028337263997,31.605643872103077,0.0,19.853829117229832,16.677924392230025,8.319275355510046,5.580241531130346,4.460903610470699,11.378221804101504,21.306566918669777,13.526393244586034,8.574266077287412,11.06205084045152,6.651121571296085,26.083391740234653,14.943402306710121,5.590966060387097,18.17738580507963,23.130090012542908,4.208110069142753,3.7158119250988055,9.064005156314591,1.7230943420320197,11.47298854580533,30.950552302867745,13.152002698183045,3.0588566711941967,3.954111288641977,18.416003758858377,19.859411148690267,2.512452620490666,3.370550884564163,21.843944493949362,14.277943141157072,9.713461475502504,22.794042436966045,18.595198187018926,12.676017659278266,11.354805464191099,10.600878220851655,15.925464885950843,11.733935262121257,10.512502340914642,10.184955138273903,1.877503871920434,18.409975396002864,11.416043932653277,10.824380330147283,8.463609146035328,11.217467628902597,6.986028133410916,20.88750738939885,11.882286929115867,11.75000999921935,27.85039727956511,2.6163426895479036,6.126893900296125,11.218924421727417,7.438433849408008,3.2671311418856983,4.6080233127116035,2.8009001488909115,14.51927590350372,1.9685298408844236,17.8904288211756,1.3554459071549938,13.131487880879494,3.114098138142111,12.619451977501972,4.048742321875418,6.824700648771067,15.655099021220327,5.944860205500236,5.1372662729653475,13.934742936286153,14.105770538210203,21.912636003188013,3.670895215488767,31.01915534839541,8.639585067715494,13.796388283008604,7.969310625464263,21.92618044467184,11.288481494701296,4.387599389061242,3.964731465209388,5.049972833589098,3.8709764665146786,21.648224041865813,1.0291498287456906,12.546635174042432,0.7411204982236276,12.151358867969183,11.448301327582397,10.58809032930328,8.20153330017536,11.7946924720728,10.026082202590807,0.41313245312130104,2.9329778124806563
external_location_24086259,9.375134305510688,11.758831570938518,19.853829117229832,0.0,16.884906953224636,14.251487379529115,23.365168015235295,16.636836372491974,8.52464086633218,7.956915268566771,18.340576000422608,13.420705944695573,9.414855898891776,14.409543127441893,19.265033464057307,5.252728783509404,14.299526183876191,12.99194443909027,4.6616057125107755,23.975018664418197,17.47375949232647,11.547858830398466,21.38034367132784,8.455360598716192,11.248558722184768,9.419680373541471,19.443884013928557,15.905345826198943,2.648987545659885,16.621195817061658,17.68405365150597,22.344590739390743,2.0088844062704507,15.893648902273702,10.434173634794181,6.536033736250687,2.109242380318438,7.8358612761195845,9.168480459296429,9.257873489197536,17.838981684468237,8.484917789889048,10.029586374391089,9.722896436252347,18.270004791455488,16.77640561788674,8.891015944386805,9.143446684079185,12.54778858941266,9.147755238006564,14.382178376642795,1.0376823657303738,7.984846368097973,8.230357689332447,8.010686255737289,19.606970109749955,15.89697752148341,10.515109810269966,15.519183191751672,16.78525707209222,18.587047144113882,22.618322456605185,17.561464184574792,19.597393062109397,18.1229341079114,18.538019444029548,16.24128152521807,18.066158883743114,8.593059718079227,18.541453864551727,13.116190906218215,15.840059296804437,14.716095041350682,15.580142250009668,6.880112660746339,5.989816721610783,4.115714777585356,17.367689487488207,11.16541759684394,12.851210797517377,17.632983042246366,14.483020479228411,7.194167880659384,8.5676291529114,22.52996460294685,16.15028866084668,23.41913843017734,16.677842571584094,2.147521521403899,20.03722999988286,7.533512729929983,19.730089926964805,8.327600250453115,8.416039148244103,9.386153637854523,14.503987531484793,9.256764544900332,9.828615475484542,20.16851885995881,22.753511483826337
external_location_4783237,11.123086270408004,25.97273010655881,16.677924392230025,16.884906953224636,0.0,8.994229609540943,22.253163995835646,12.42355161458025,14.310866355935785,11.45980242520626,3.9591535165314107,9.28545927230158,11.079339816509835,11.023784138032614,9.743345662376187,12.96109961945467,14.68188699429396,4.664561075976007,16.457971909590498,20.029511617218738,17.713435979713015,10.83965842018553,16.97475375897413,12.790857754539198,23.914642258236405,8.569829115721609,13.930899326023566,14.548121041387112,17.84467153726792,3.5186115284314656,14.45780978998904,20.016338455621018,17.93123919095225,2.4460226672858165,11.818250647405979,14.22103334392247,14.777729511860016,11.350272484303087,11.023460094701104,13.776294079898067,1.4534826190214385,11.786006621491978,10.9023262467415,12.803540081320627,16.62679021200824,1.8782079938103038,11.507611939136066,12.509872677305374,10.356575137792966,11.342058101470496,10.572090675524471,17.59501153755698,14.047743747497158,12.57637859335895,22.25941621576318,18.620951849013196,10.746626022388787,9.128312340018567,9.409290353507116,16.007916484656945,19.500327246914953,18.078084372571322,2.5249997895881418,14.924770780633889,1.492930949284289,15.676963982810612,3.547162782570566,13.569140078200418,10.142748968568455,12.731308278283892,14.718188065452212,1.3058492854975752,16.68244178313867,12.210158357762772,11.292751025214518,12.846350932692335,15.369872345076029,13.091321926066785,25.236364505545037,9.739990965284564,3.2675460585589042,9.267115893220621,12.702707307518988,13.468431117154768,21.06056102041208,13.64340970698595,21.717612895493055,13.191062831658709,18.93622310552226,17.60129071784792,12.375629872785828,16.009967378315228,11.272412520980899,13.951931980810981,14.643424289301276,8.98618841662939,10.173047490303412,13.439625837977037,16.647109164608615,18.867439482193625
external_location_2480685,5.018240313585368,25.672704476764473,8.319275355510046,14.251487379529115,8.994229609540943,0.0,13.716139985328248,3.86041061951783,7.540655082642876,13.510822176323522,6.985759412511381,0.8699055473205002,4.971064586065423,2.0296618256089314,17.921108762707696,9.011333736487533,5.751152817891011,9.864344816570377,16.37218537366471,12.25910493578317,8.744959240227047,3.159100425661157,9.136985311299284,6.490556410699203,24.47374693735595,5.495693794210116,6.28613394134976,5.579681207117589,13.801451906535384,11.822843143637435,5.857157049363363,11.66913112133181,16.03367614062955,6.559353825224672,4.545894591260186,15.418350846806314,12.465613730683602,6.43175188277233,5.168686842147441,6.700998018775363,8.646724134847075,5.9781586206440505,4.393618939723803,5.679842153459558,7.844873192814363,10.521684630581634,5.5487512348583,5.8549336014952456,2.1342306239826616,5.280087535425138,1.5785520419450538,15.252107978017102,7.638470266965077,6.526548608833192,21.772633939162336,9.850981017130444,2.266656232891841,3.82267618515295,1.3077149091528488,7.05706258674692,10.53491984477188,10.407122938538182,7.384760500926245,6.973000426651826,10.391810317846984,7.109236665640619,5.669173955486609,5.334842682921179,5.714130855755012,5.081372673646421,6.00931504911464,7.799423943030982,7.7797505816983135,3.331959488322215,7.404737270918846,8.346643300111584,15.102219163837901,4.676708312514818,25.00644096758316,1.5525733775570763,6.838029283938974,0.3548059848870953,14.31886719979851,6.865550945955478,12.544888015222327,4.758970035733731,13.300011995688278,4.494227932935353,16.344077513514396,9.096993412827254,6.9535268794296865,7.778113270834263,5.969142062483651,7.315632818057459,7.379016460695191,0.25271479862413,4.998388114114472,6.111213722419961,8.409447356962835,10.981629529440145
B0FFF4ICM0,15.575661539028617,34.889051438227625,5.580241531130346,23.365168015235295,22.253163995835646,13.716139985328248,0.0,9.921347628461454,14.93765324686782,26.070605918634424,19.08239289299822,13.842913923897385,15.567979171782852,11.872778420168345,31.596560108110147,18.969038618559622,9.546018533561671,23.561964390919137,27.17330162951071,3.894693731236573,5.971860387488661,13.83809093394042,5.717988523490974,15.499814926058853,34.61366433003641,18.074329492661402,8.508384684603072,8.516817161236087,21.479916772733663,25.402002893112005,7.878107640060589,2.3739387417752598,25.37092358509944,19.845499729054822,14.128498299082835,27.23925344949202,22.467165400654387,17.050418405381087,15.856662105330035,14.34719836064285,21.504154533660028,16.026399273892086,15.104743251043278,14.263493104675058,5.9489720730282025,23.972734773767982,15.793289900657987,14.956207136919424,13.470615092555512,15.647425377379378,12.263539899804577,24.360800376344468,15.52890450256236,15.830764898919657,31.324412933918378,4.0425270357864305,11.615139297140411,16.15609416401781,12.949205889750544,7.141264950005908,4.817350122360262,5.168925375923315,20.097007909242816,7.435503233369759,23.470665473155197,6.62796798763265,18.707927532058733,8.684024441825112,17.262827368555396,9.603560399014675,10.515005981037206,21.215120981356026,8.663029079531675,10.406873873628411,18.315188453149446,18.128721336024167,26.02706295116727,9.18810768556894,34.36928876090239,13.779522137099704,19.37111409270314,13.377032355239491,26.546036832959132,15.117514458909278,1.1928537957023173,9.033563276244758,0.8357663759474452,9.226157452801434,24.890988708639814,4.660431634748796,16.669854182320357,6.272182778013294,16.557442445927766,15.124091400705993,14.035536671133363,13.62792301862561,16.46911308047259,13.908245855243546,5.6510700642989855,4.211690304224717
3760136317304832000,7.357693396828638,28.34042956062653,4.460903610470699,16.636836372491974,12.42355161458025,3.86041061951783,9.921347628461454,0.0,8.64422852296,17.097896191223644,9.631751682056176,4.178723466469965,7.325875529147611,2.390740353152259,21.675268396273058,11.461576023615885,3.96698763120012,13.716667717582187,19.410120913864287,8.440976377354174,5.556787412398952,5.180543907631687,5.351491849127784,8.22281307547896,27.412532904332394,8.934801249706325,2.8214217909833663,2.6756148264812087,15.640420729183518,15.490856838405072,2.047692212048039,7.819672191764442,18.55799186613179,9.988878370385969,6.203060534608418,18.784393218697527,15.111855560448777,8.975378955059973,7.603053624139746,7.760938389655104,11.811188213787219,8.177086276906174,6.721720720934809,7.018266717905508,4.212596651563169,14.091320047813605,7.792495659893196,7.522805561404684,4.342784620107411,7.55196284081615,2.629535580644158,17.67138611982187,8.998232521143708,8.416798500376151,24.4912897329731,6.198123653833404,1.69528989910442,7.038856439976507,3.0352941119696477,3.8660854632514314,7.277417834948505,6.642109072353314,10.43404739903938,3.2279778421021446,13.71471581423091,3.293495179355194,8.906996768001893,1.5562512165755356,8.661050004287492,1.9748098383323371,4.965464697106389,11.33305866816323,5.711049855092155,1.064473660062839,10.16797628607178,10.669123378750733,18.158166519103162,0.8426269629740006,27.71114979485092,4.358698445303512,9.757644788932332,3.5093192424658666,17.80583610554919,8.272584240977778,8.738469451283505,1.5715188140839915,9.468408024634718,0.8097588863586406,18.601935852943125,5.270846912004104,9.107299036936622,3.9235745828224253,8.448941517972418,8.580711474508991,8.083504213056582,3.7408349371558827,7.842074660992457,7.1113173757610335,4.551162161356287,7.1539513676463935
external_location_2518920,3.1953972392333787,20.245046564136132,11.378221804101504,8.52464086633218,14.310866355935785,7.540655082642876,14.93765324686782,8.64422852296,0.0,12.06110904490575,13.835048902374306,6.6945854324269485,3.2411446326162734,6.793800923778728,20.830282636903377,4.190530829602436,5.794537211874414,12.568351979120658,12.259643944069754,15.462110546404304,8.992403781588179,4.383906213759322,12.957133505243283,1.5440483899488504,19.735550012649938,6.004106813002658,11.330717338832086,7.459667456908527,7.083744705060536,15.863790512826473,9.339384068598752,13.824874722839562,10.530359968153522,12.303206473958694,3.000677135509239,12.62262967889412,7.534277988787311,3.364715440829456,3.2883440244228623,0.8925914393246845,14.606124576439512,2.587095553953697,3.529753205516265,1.860923379329307,9.751710291051182,15.166661224333989,2.8101744791833476,1.8474244807592801,5.417705046412436,2.969083781246576,6.9466962558885905,9.548778513433632,0.6180302419979169,1.827679592044107,16.535086673851357,11.101906582694124,8.386941880895826,5.215226574499482,8.526797477789748,8.263970159476393,10.237735156795715,14.165127643955126,13.704790333230772,11.314201294852749,15.79852428566317,10.088960428390296,11.976561333018955,9.90906025819733,4.407405433784312,10.618062284101281,4.593861877015382,13.010932185509269,6.280392017643903,7.590114404388766,4.265487789260332,3.408005253811499,11.149588077639713,9.261554394645682,19.67210703508136,5.996024065650432,13.409434760678153,7.615249744914314,12.214587742199768,0.842826935063294,14.05296786155354,7.853385607813985,14.942718955529966,8.503137979211429,10.27017884791904,11.519421351211498,2.4130760820589794,11.30943874414099,3.2006791437008357,0.38154298975402556,0.9184085844566249,7.7666874994601125,4.162631266388464,1.5450884107999492,11.709585400744508,14.25370467535238
B0H0A5UO9Z,10.512373046134844,14.553970990437458,21.306566918669777,7.956915268566771,11.45980242520626,13.510822176323522,26.070605918634424,17.097896191223644,12.06110904490575,0.0,14.312205616900073,12.967532183607329,10.51649412921979,14.730802125508902,11.375876186023708,8.01913250235856,16.549583459523483,6.82078959748156,5.365481613446708,25.470491884986803,20.200478557890055,12.286517269132379,22.437712004218007,10.944185710298944,12.458808950647292,8.16986415469973,19.75804314654197,17.620197273918137,10.202556550579372,9.904555482119013,18.812233954685315,24.432300976982038,7.9452855502204764,11.566434189917791,11.962555893074269,2.795068592324148,6.440903835650417,9.144847736786451,10.232321539519509,12.283767835808268,12.775464025070722,10.189259101462639,10.965865453635235,12.019642062604671,20.230141440462624,10.625773290027324,10.351967477616748,11.332032529418877,12.847786524722883,10.46595725327836,14.469176675294603,8.127656584436862,11.459866458075204,10.584246664493014,10.95171200681296,22.031841015145233,15.725115461962442,10.093436502805764,14.757911915263177,18.933899140603994,21.756513376050133,23.7328886578318,13.09181526457398,20.324775198310153,12.284602381559404,19.96706878178123,12.442672032726344,18.65231788740234,8.807877450549247,18.581527887244622,15.718622817343066,10.858839479563777,17.83609435733969,16.225758213969918,7.9403965693369996,8.694438464678665,4.604345492974484,17.939174669711942,13.815038941370313,12.741181138852774,13.480994443213515,13.85116024882165,1.2642070660580684,11.525058322265899,25.01428804220473,17.349248432333635,25.870332157952433,17.50181281250718,9.371902987413073,21.850436190286725,9.778167763397594,20.91665531725938,9.594203932056107,11.735970523917421,12.928772725127791,13.71720512522773,9.604579103118295,12.517810080364223,21.49920953811356,24.17667165564925
